
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-06-02 16:25:40 /api/notifications ................................................................. ~ 501.48ms
  2026-06-02 16:27:40 /api/notifications ................................................................. ~ 501.39ms
  2026-06-02 16:29:40 /api/notifications ................................................................. ~ 502.08ms
  2026-06-02 16:31:40 /api/notifications ................................................................. ~ 501.54ms
  2026-06-02 16:33:40 /api/notifications ................................................................... ~ 1.00ms
  2026-06-02 16:35:40 /api/notifications ................................................................. ~ 501.17ms
  2026-06-02 16:37:40 /api/notifications ................................................................. ~ 502.23ms
  2026-06-02 16:39:40 /api/notifications ................................................................. ~ 501.96ms
  2026-06-02 16:41:08 /api/notifications ................................................................. ~ 501.18ms
  2026-06-02 16:41:16 /api/auth/meta/settings .............................................................. ~ 1.02ms
  2026-06-02 16:41:16 /api/auth/meta/settings ............................................................ ~ 501.03ms
  2026-06-02 16:41:48 /api/auth/meta/settings ............................................................ ~ 501.25ms
  2026-06-02 16:43:08 /api/notifications ................................................................. ~ 501.59ms
  2026-06-02 16:44:04 /api/auth/meta/status .............................................................. ~ 501.17ms
  2026-06-02 16:44:06 /api/auth/google/connected-accounts ................................................ ~ 501.45ms
  2026-06-02 16:44:06 /api/auth/google/status .............................................................. ~ 0.96ms
  2026-06-02 16:44:06 /api/tenant/35/google-ads/accounts ................................................. ~ 507.17ms
  2026-06-02 16:44:06 /api/auth/google/connected-accounts ................................................ ~ 506.25ms
  2026-06-02 16:44:06 /api/tenant/35/google-ads/accounts ................................................. ~ 505.83ms
  2026-06-02 16:44:07 /api/auth/google/connected-accounts ...................................................... ~ 1s
  2026-06-02 16:44:07 /api/auth/google/status ............................................................ ~ 506.66ms
  2026-06-02 16:44:07 /api/tenant/35/google-ads/accounts ................................................. ~ 505.69ms
  2026-06-02 16:44:08 /api/auth/google/connected-accounts ................................................ ~ 505.04ms
  2026-06-02 16:44:08 /api/tenant/35/google-ads/accounts ................................................. ~ 505.94ms
  2026-06-02 16:44:11 /api/auth/meta/status .............................................................. ~ 501.66ms
  2026-06-02 16:45:08 /api/notifications ................................................................. ~ 501.33ms
  2026-06-02 16:46:03 /api/auth/meta/status ................................................................ ~ 1.05ms
  2026-06-02 16:46:03 /api/auth/meta/app-settings ........................................................ ~ 507.00ms
  2026-06-02 16:46:04 /api/auth/meta/status .................................................................... ~ 1s
  2026-06-02 16:46:04 /api/auth/meta/app-settings ........................................................ ~ 505.86ms
  2026-06-02 16:46:07 /api/auth/meta/status .............................................................. ~ 501.59ms
  2026-06-02 16:46:16 /api/auth/meta/status .............................................................. ~ 501.64ms
  2026-06-02 16:46:16 /api/auth/meta/app-settings .............................................................. ~ 1s
  2026-06-02 16:46:16 /api/auth/meta/status .............................................................. ~ 508.09ms
  2026-06-02 16:46:16 /api/auth/meta/app-settings ........................................................ ~ 506.98ms
  2026-06-02 16:46:29 /api/auth/meta/status .............................................................. ~ 508.33ms
  2026-06-02 16:46:51 /api/crm/login-redirect ............................................................ ~ 504.95ms
  2026-06-02 16:46:52 /api/crm/login-redirect ............................................................ ~ 501.34ms
  2026-06-02 16:46:53 /api/leads/delayed ................................................................. ~ 502.36ms
  2026-06-02 16:46:53 /api/dashboard/top-users ............................................................. ~ 0.52ms
  2026-06-02 16:46:53 /api/dashboard-data/last-comments .................................................. ~ 506.78ms
  2026-06-02 16:46:53 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.01ms
  2026-06-02 16:46:54 /api/campaigns/dashboard-stats ..................................................... ~ 505.39ms
  2026-06-02 16:46:54 /api/leads/pipeline-analysis ....................................................... ~ 505.83ms
  2026-06-02 16:46:54 /api/stages ........................................................................ ~ 506.11ms
  2026-06-02 16:46:54 /api/user .......................................................................... ~ 508.10ms
  2026-06-02 16:46:55 /api/dashboard-data/active-users ................................................... ~ 507.86ms
  2026-06-02 16:46:55 /api/users ......................................................................... ~ 506.01ms
  2026-06-02 16:46:55 /api/users ......................................................................... ~ 507.15ms
  2026-06-02 16:46:55 /api/stages ........................................................................ ~ 507.75ms
  2026-06-02 16:46:56 /api/leads/stats ................................................................... ~ 508.15ms
  2026-06-02 16:46:56 /api/leads/analysis ................................................................ ~ 507.62ms
  2026-06-02 16:46:56 /api/leads/delayed ................................................................. ~ 507.09ms
  2026-06-02 16:46:56 /api/dashboard/top-users ........................................................... ~ 506.93ms
  2026-06-02 16:46:57 /api/dashboard-data/last-comments .................................................. ~ 506.25ms
  2026-06-02 16:46:57 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.55ms
  2026-06-02 16:46:57 /api/campaigns/dashboard-stats ..................................................... ~ 505.59ms
  2026-06-02 16:46:58 /api/leads/pipeline-analysis ....................................................... ~ 506.21ms
  2026-06-02 16:46:58 /api/stages ........................................................................ ~ 506.46ms
  2026-06-02 16:46:58 /api/user .......................................................................... ~ 508.44ms
  2026-06-02 16:46:58 /api/dashboard-data/active-users ................................................... ~ 507.34ms
  2026-06-02 16:46:59 /api/users ......................................................................... ~ 505.29ms
  2026-06-02 16:46:59 /api/users ......................................................................... ~ 507.14ms
  2026-06-02 16:46:59 /api/stages ........................................................................ ~ 506.64ms
  2026-06-02 16:46:59 /api/leads/stats ................................................................... ~ 507.83ms
  2026-06-02 16:47:00 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-02 16:47:00 /api/dashboard-data/last-comments .................................................. ~ 507.13ms
  2026-06-02 16:47:00 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.65ms
  2026-06-02 16:47:00 /api/company-info .................................................................. ~ 505.92ms
  2026-06-02 16:47:01 /api/company-info .................................................................. ~ 507.51ms
  2026-06-02 16:47:01 /api/company-info .................................................................. ~ 508.09ms
  2026-06-02 16:47:01 /api/company-info .................................................................. ~ 501.27ms
  2026-06-02 16:47:02 /api/users/38/avatar ................................................................. ~ 0.47ms
  2026-06-02 16:47:02 /api/leads/delayed ................................................................. ~ 501.11ms
  2026-06-02 16:47:02 /api/dashboard/top-users ................................................................. ~ 1s
  2026-06-02 16:47:02 /api/dashboard-data/last-comments .................................................. ~ 507.31ms
  2026-06-02 16:47:03 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.81ms
  2026-06-02 16:47:03 /api/campaigns/dashboard-stats ..................................................... ~ 505.25ms
  2026-06-02 16:47:03 /api/leads/pipeline-analysis ....................................................... ~ 505.61ms
  2026-06-02 16:47:04 /api/stages .............................................................................. ~ 1s
  2026-06-02 16:47:04 /api/user .......................................................................... ~ 508.89ms
  2026-06-02 16:47:04 /api/dashboard-data/active-users ................................................... ~ 508.61ms
  2026-06-02 16:47:05 /api/users ............................................................................... ~ 1s
  2026-06-02 16:47:05 /api/users ......................................................................... ~ 508.54ms
  2026-06-02 16:47:05 /api/stages ........................................................................ ~ 508.68ms
  2026-06-02 16:47:06 /api/leads/stats ................................................................... ~ 508.31ms
  2026-06-02 16:47:06 /api/leads/analysis ................................................................ ~ 507.26ms
  2026-06-02 16:47:06 /api/notifications ................................................................. ~ 506.96ms
  2026-06-02 16:47:06 /api/users/38/avatar ............................................................... ~ 507.39ms
  2026-06-02 16:47:07 /api/campaigns/dashboard-stats ..................................................... ~ 507.72ms
  2026-06-02 16:47:07 /api/stages ........................................................................ ~ 505.42ms
  2026-06-02 16:47:07 /api/leads/stats ................................................................... ~ 506.88ms
  2026-06-02 16:47:07 /api/leads/analysis ................................................................ ~ 507.26ms
  2026-06-02 16:47:08 /api/notifications ................................................................. ~ 506.93ms
  2026-06-02 16:47:08 /api/users/38/avatar ............................................................... ~ 506.57ms
  2026-06-02 16:47:08 /api/notifications ................................................................. ~ 506.36ms
  2026-06-02 16:47:08 /api/users/38/avatar ............................................................... ~ 507.17ms
  2026-06-02 16:47:09 /api/leads/delayed ....................................................................... ~ 1s
  2026-06-02 16:47:09 /api/dashboard/top-users ........................................................... ~ 508.41ms
  2026-06-02 16:47:09 /api/dashboard-data/last-comments .................................................. ~ 507.19ms
  2026-06-02 16:47:10 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.18ms
  2026-06-02 16:47:10 /api/notifications ................................................................. ~ 505.64ms
  2026-06-02 16:47:10 /api/campaigns/dashboard-stats ........................................................... ~ 1s
  2026-06-02 16:47:11 /api/leads/pipeline-analysis ....................................................... ~ 506.24ms
  2026-06-02 16:47:11 /api/stages ........................................................................ ~ 505.95ms
  2026-06-02 16:47:11 /api/user ................................................................................ ~ 1s
  2026-06-02 16:47:12 /api/dashboard-data/active-users ................................................... ~ 508.66ms
  2026-06-02 16:47:12 /api/users ......................................................................... ~ 506.62ms
  2026-06-02 16:47:12 /api/users ......................................................................... ~ 508.19ms
  2026-06-02 16:47:12 /api/stages ........................................................................ ~ 508.02ms
  2026-06-02 16:47:13 /api/leads/stats ......................................................................... ~ 1s
  2026-06-02 16:47:13 /api/leads/analysis ................................................................ ~ 507.72ms
  2026-06-02 16:47:13 /api/notifications ................................................................. ~ 507.22ms
  2026-06-02 16:47:14 /api/campaigns/dashboard-stats ..................................................... ~ 507.22ms
  2026-06-02 16:47:14 /api/stages ........................................................................ ~ 505.87ms
  2026-06-02 16:47:14 /api/leads/stats ......................................................................... ~ 1s
  2026-06-02 16:47:15 /api/leads/analysis ................................................................ ~ 509.06ms
  2026-06-02 16:47:15 /api/users/38/avatar ............................................................... ~ 506.29ms
  2026-06-02 16:47:15 /api/dashboard-data/last-comments .................................................. ~ 506.36ms
  2026-06-02 16:47:16 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.34ms
  2026-06-02 16:47:16 /api/notifications ....................................................................... ~ 1s
  2026-06-02 16:47:16 /api/users/38/avatar ............................................................... ~ 508.32ms
  2026-06-02 16:47:17 /api/dashboard-data/last-comments .................................................. ~ 508.14ms
  2026-06-02 16:47:17 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.12ms
  2026-06-02 16:47:17 /api/notifications ................................................................. ~ 505.78ms
  2026-06-02 16:49:39 /api/notifications ................................................................. ~ 502.73ms
  2026-06-02 16:50:01 /api/super-admin/tenants ............................................................. ~ 1.03ms
  2026-06-02 16:50:01 /api/super-admin/tenants ........................................................... ~ 500.33ms
  2026-06-02 16:50:01 /api/super-admin/tenants ................................................................. ~ 1s
  2026-06-02 16:50:02 /api/super-admin/tenants ........................................................... ~ 500.65ms
  2026-06-02 16:50:14 /api/super-admin/settings .......................................................... ~ 501.28ms
  2026-06-02 16:50:14 /api/super-admin/settings .......................................................... ~ 500.55ms
  2026-06-02 16:50:14 /api/super-admin/settings ................................................................ ~ 1s
  2026-06-02 16:50:15 /api/super-admin/settings ............................................................ ~ 0.46ms
  2026-06-02 16:50:34 /api/auth/meta/status .............................................................. ~ 501.98ms
  2026-06-02 16:50:34 /api/auth/meta/app-settings ........................................................ ~ 501.31ms
  2026-06-02 16:50:34 /api/auth/meta/status .............................................................. ~ 505.71ms
  2026-06-02 16:50:34 /api/auth/meta/app-settings ........................................................ ~ 506.37ms
  2026-06-02 16:51:09 /api/notifications ................................................................. ~ 501.14ms
  2026-06-02 16:53:39 /api/notifications ................................................................. ~ 502.86ms
  2026-06-02 16:54:53 /api/company-info .................................................................. ~ 502.47ms
  2026-06-02 16:54:53 /api/company-info .................................................................. ~ 500.76ms
  2026-06-02 16:54:54 /api/super-admin/settings .......................................................... ~ 501.34ms
  2026-06-02 16:54:54 /api/super-admin/settings ............................................................ ~ 0.45ms
  2026-06-02 16:55:09 /api/notifications ................................................................... ~ 0.95ms
  2026-06-02 16:57:08 /api/notifications ................................................................. ~ 501.17ms
  2026-06-02 16:58:29 /api/auth/meta/app-settings ........................................................ ~ 500.97ms
  2026-06-02 16:58:30 /api/auth/meta/app-settings .......................................................... ~ 0.44ms
  2026-06-02 16:59:09 /api/notifications ................................................................. ~ 501.60ms
  2026-06-02 17:01:38 /api/notifications ................................................................. ~ 501.50ms
  2026-06-02 17:02:13 /api/meta/webhook/{WEBHOOK_KEY} ......................................................... ~ 12s
  2026-06-02 17:03:09 /api/notifications ................................................................... ~ 1.00ms
  2026-06-02 17:03:56 /api/auth/meta/app-settings ........................................................ ~ 501.68ms
  2026-06-02 17:05:38 /api/notifications ................................................................. ~ 501.60ms
  2026-06-02 17:07:23 /api/notifications ................................................................... ~ 0.98ms
  2026-06-02 17:07:32 /api/auth/meta/app-settings .......................................................... ~ 0.96ms
  2026-06-02 17:07:41 /api/auth/meta/app-settings ........................................................ ~ 501.31ms
  2026-06-02 17:09:09 /api/notifications ................................................................. ~ 530.75ms
  2026-06-02 17:11:17 /api/notifications ................................................................... ~ 1.10ms
  2026-06-02 17:11:56 /api/auth/meta/app-settings ........................................................ ~ 502.05ms
  2026-06-02 17:13:08 /api/notifications ................................................................. ~ 513.01ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-06-02 17:15:08 /api/notifications ................................................................. ~ 502.50ms
  2026-06-02 17:16:02 /api/auth/meta/status .............................................................. ~ 502.30ms
  2026-06-02 17:16:03 /api/auth/meta/status .............................................................. ~ 501.30ms
  2026-06-02 17:16:21 /api/landing-pages ................................................................... ~ 1.08ms
  2026-06-02 17:16:21 /api/sources ....................................................................... ~ 501.48ms
  2026-06-02 17:16:21 /api/campaigns ..................................................................... ~ 508.26ms
  2026-06-02 17:16:21 /api/landing-pages ................................................................. ~ 507.89ms
  2026-06-02 17:16:22 /api/sources ....................................................................... ~ 525.44ms
  2026-06-02 17:16:22 /api/campaigns ..................................................................... ~ 507.31ms
  2026-06-02 17:16:22 /api/landing-pages ....................................................................... ~ 1s
  2026-06-02 17:16:22 /api/sources ............................................................................. ~ 1s
  2026-06-02 17:16:23 /api/campaigns ........................................................................... ~ 1s
  2026-06-02 17:16:23 /api/users ......................................................................... ~ 508.74ms
  2026-06-02 17:16:24 /api/leads ......................................................................... ~ 508.37ms
  2026-06-02 17:16:24 /api/campaigns ..................................................................... ~ 508.26ms
  2026-06-02 17:16:24 /api/users ......................................................................... ~ 507.01ms
  2026-06-02 17:16:25 /api/leads ......................................................................... ~ 507.57ms
  2026-06-02 17:16:25 /api/campaigns ..................................................................... ~ 507.95ms
  2026-06-02 17:16:25 /api/reports/campaigns/dashboard ................................................... ~ 508.17ms
  2026-06-02 17:16:25 /api/reports/campaigns/dashboard ................................................... ~ 506.61ms
  2026-06-02 17:16:26 /api/landing-pages ....................................................................... ~ 1s
  2026-06-02 17:16:26 /api/sources ............................................................................. ~ 1s
  2026-06-02 17:16:26 /api/leads/delayed ................................................................. ~ 508.72ms
  2026-06-02 17:16:27 /api/dashboard/top-users ........................................................... ~ 506.41ms
  2026-06-02 17:16:27 /api/dashboard-data/last-comments .................................................. ~ 505.98ms
  2026-06-02 17:16:27 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.18ms
  2026-06-02 17:16:28 /api/campaigns/dashboard-stats ..................................................... ~ 504.69ms
  2026-06-02 17:16:28 /api/leads/pipeline-analysis ....................................................... ~ 505.24ms
  2026-06-02 17:16:28 /api/stages ........................................................................ ~ 505.54ms
  2026-06-02 17:16:28 /api/user .......................................................................... ~ 508.25ms
  2026-06-02 17:16:29 /api/dashboard-data/active-users ................................................... ~ 508.55ms
  2026-06-02 17:16:29 /api/users ......................................................................... ~ 506.09ms
  2026-06-02 17:16:29 /api/users ......................................................................... ~ 507.83ms
  2026-06-02 17:16:29 /api/stages ........................................................................ ~ 508.50ms
  2026-06-02 17:16:30 /api/leads/stats ................................................................... ~ 508.33ms
  2026-06-02 17:16:30 /api/leads/analysis ................................................................ ~ 506.89ms
  2026-06-02 17:16:30 /api/leads/delayed ................................................................. ~ 506.53ms
  2026-06-02 17:16:31 /api/dashboard/top-users ........................................................... ~ 506.85ms
  2026-06-02 17:16:31 /api/dashboard-data/last-comments .................................................. ~ 506.40ms
  2026-06-02 17:16:31 /api/dashboard-data/recent-phone-calls ............................................. ~ 511.58ms
  2026-06-02 17:16:31 /api/campaigns/dashboard-stats ..................................................... ~ 505.21ms
  2026-06-02 17:16:32 /api/leads/pipeline-analysis ....................................................... ~ 505.46ms
  2026-06-02 17:16:32 /api/stages .............................................................................. ~ 1s
  2026-06-02 17:16:32 /api/user .......................................................................... ~ 507.81ms
  2026-06-02 17:16:32 /api/dashboard-data/active-users ................................................... ~ 507.25ms
  2026-06-02 17:16:33 /api/users ......................................................................... ~ 505.54ms
  2026-06-02 17:16:33 /api/users ......................................................................... ~ 508.14ms
  2026-06-02 17:16:33 /api/stages ........................................................................ ~ 507.67ms
  2026-06-02 17:16:33 /api/leads/stats ................................................................... ~ 507.92ms
  2026-06-02 17:16:34 /api/leads/analysis ................................................................ ~ 507.15ms
  2026-06-02 17:16:34 /api/dashboard-data/last-comments .................................................. ~ 506.67ms
  2026-06-02 17:16:34 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.82ms
  2026-06-02 17:16:35 /api/users ......................................................................... ~ 505.91ms
  2026-06-02 17:16:35 /api/leads ............................................................................... ~ 1s
  2026-06-02 17:16:35 /api/dashboard-data/last-comments .................................................. ~ 508.16ms
  2026-06-02 17:16:36 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.17ms
  2026-06-02 17:16:36 /api/campaigns ........................................................................... ~ 1s
  2026-06-02 17:16:36 /api/reports/campaigns/dashboard ................................................... ~ 508.19ms
  2026-06-02 17:16:37 /api/landing-pages ................................................................. ~ 506.54ms
  2026-06-02 17:16:37 /api/sources ....................................................................... ~ 507.52ms
  2026-06-02 17:16:37 /api/leads/delayed ................................................................. ~ 507.59ms
  2026-06-02 17:16:37 /api/dashboard/top-users ................................................................. ~ 1s
  2026-06-02 17:16:38 /api/dashboard-data/last-comments .................................................. ~ 509.74ms
  2026-06-02 17:16:38 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.67ms
  2026-06-02 17:16:38 /api/campaigns/dashboard-stats ........................................................... ~ 1s
  2026-06-02 17:16:39 /api/leads/pipeline-analysis ............................................................. ~ 1s
  2026-06-02 17:16:39 /api/stages ........................................................................ ~ 535.68ms
  2026-06-02 17:16:40 /api/user .......................................................................... ~ 531.36ms
  2026-06-02 17:16:40 /api/dashboard-data/active-users ......................................................... ~ 1s
  2026-06-02 17:16:40 /api/users ......................................................................... ~ 506.75ms
  2026-06-02 17:16:41 /api/stages ........................................................................ ~ 520.99ms
  2026-06-02 17:16:41 /api/auth/google/status .................................................................. ~ 1s
  2026-06-02 17:16:41 /api/auth/meta/status .............................................................. ~ 536.98ms
  2026-06-02 17:16:42 /api/tenant-config ................................................................. ~ 525.41ms
  2026-06-02 17:16:42 /api/auth/google/status ............................................................ ~ 531.44ms
  2026-06-02 17:16:42 /api/tenant-config ................................................................. ~ 567.63ms
  2026-06-02 17:16:43 /api/leads/stats ................................................................... ~ 545.22ms
  2026-06-02 17:16:43 /api/leads/analysis ................................................................ ~ 523.72ms
  2026-06-02 17:16:43 /api/campaigns/dashboard-stats ........................................................... ~ 1s
  2026-06-02 17:16:44 /api/stages ........................................................................ ~ 535.53ms
  2026-06-02 17:16:44 /api/leads/stats ................................................................... ~ 541.95ms
  2026-06-02 17:16:44 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-02 17:16:45 /api/users ......................................................................... ~ 518.93ms
  2026-06-02 17:16:45 /api/leads ......................................................................... ~ 512.22ms
  2026-06-02 17:16:45 /api/campaigns ........................................................................... ~ 1s
  2026-06-02 17:16:46 /api/reports/campaigns/dashboard ......................................................... ~ 1s
  2026-06-02 17:16:46 /api/landing-pages ................................................................. ~ 514.64ms
  2026-06-02 17:16:46 /api/sources ....................................................................... ~ 508.50ms
  2026-06-02 17:16:47 /api/leads/delayed ................................................................. ~ 507.16ms
  2026-06-02 17:16:47 /api/dashboard/top-users ........................................................... ~ 507.48ms
  2026-06-02 17:16:47 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-02 17:16:48 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-02 17:16:48 /api/leads/pipeline-analysis ....................................................... ~ 506.24ms
  2026-06-02 17:16:49 /api/stages ........................................................................ ~ 506.77ms
  2026-06-02 17:16:49 /api/user .......................................................................... ~ 508.12ms
  2026-06-02 17:16:49 /api/dashboard-data/active-users ................................................... ~ 507.18ms
  2026-06-02 17:16:50 /api/users ............................................................................... ~ 1s
  2026-06-02 17:16:50 /api/auth/google/status ............................................................ ~ 508.77ms
  2026-06-02 17:16:50 /api/auth/meta/status .............................................................. ~ 506.93ms
  2026-06-02 17:16:50 /api/tenant-config ....................................................................... ~ 1s
  2026-06-02 17:16:51 /api/campaigns ..................................................................... ~ 513.13ms
  2026-06-02 17:16:51 /api/users ......................................................................... ~ 517.27ms
  2026-06-02 17:16:51 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-02 17:16:52 /api/dashboard-data/recent-phone-calls ............................................. ~ 507.26ms
  2026-06-02 17:16:52 /api/auth/google/status ............................................................ ~ 504.91ms
  2026-06-02 17:16:52 /api/tenant-config ....................................................................... ~ 1s
  2026-06-02 17:16:53 /api/users ......................................................................... ~ 531.90ms
  2026-06-02 17:16:53 /api/dashboard-data/last-comments .................................................. ~ 508.43ms
  2026-06-02 17:16:53 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-02 17:17:09 /api/notifications ................................................................. ~ 501.64ms
  2026-06-02 17:17:09 /api/notifications ................................................................... ~ 0.48ms
  2026-06-02 17:17:56 /api/auth/meta/status .............................................................. ~ 501.82ms
  2026-06-02 17:17:56 /api/auth/meta/app-settings .............................................................. ~ 1s
  2026-06-02 17:17:56 /api/auth/google/status ............................................................ ~ 507.53ms
  2026-06-02 17:17:56 /api/tenant-config ................................................................. ~ 506.30ms
  2026-06-02 17:17:57 /api/notifications ....................................................................... ~ 1s
  2026-06-02 17:18:40 /api/auth/google/status .............................................................. ~ 1.16ms
  2026-06-02 17:18:40 /api/auth/google/connected-accounts ................................................ ~ 507.42ms
  2026-06-02 17:18:40 /api/tenant/35/google-ads/accounts ....................................................... ~ 1s
  2026-06-02 17:18:41 /api/auth/google/status ............................................................ ~ 507.26ms
  2026-06-02 17:18:41 /api/auth/google/connected-accounts ................................................ ~ 506.78ms
  2026-06-02 17:18:41 /api/tenant/35/google-ads/accounts ....................................................... ~ 1s
  2026-06-02 17:18:44 /api/auth/meta/status .............................................................. ~ 501.13ms
  2026-06-02 17:18:44 /api/auth/meta/app-settings .......................................................... ~ 0.47ms
  2026-06-02 17:19:54 /api/auth/meta/status ................................................................ ~ 1.10ms
  2026-06-02 17:19:54 /api/auth/meta/app-settings ........................................................ ~ 507.48ms
  2026-06-02 17:19:55 /api/auth/meta/status .................................................................... ~ 1s
  2026-06-02 17:19:55 /api/auth/meta/app-settings ........................................................ ~ 507.04ms
  2026-06-02 17:19:56 /api/notifications ................................................................. ~ 506.46ms
  2026-06-02 17:20:00 /api/auth/meta/status ................................................................ ~ 0.93ms
  2026-06-02 17:20:00 /api/auth/meta/app-settings ........................................................ ~ 501.19ms
  2026-06-02 17:20:01 /api/auth/google/status .................................................................. ~ 1s
  2026-06-02 17:20:01 /api/auth/google/connected-accounts ...................................................... ~ 2s
  2026-06-02 17:20:03 /api/tenant/35/google-ads/accounts ....................................................... ~ 1s
  2026-06-02 17:20:03 /api/auth/google/status .................................................................. ~ 1s
  2026-06-02 17:20:04 /api/auth/meta/status .................................................................... ~ 1s
  2026-06-02 17:20:04 /api/auth/meta/app-settings .............................................................. ~ 1s
  2026-06-02 17:20:05 /api/auth/google/connected-accounts ...................................................... ~ 1s
  2026-06-02 17:20:05 /api/tenant/35/google-ads/accounts ....................................................... ~ 1s
  2026-06-02 17:20:31 /api/company-info .................................................................... ~ 1.01ms
  2026-06-02 17:20:31 /api/company-info .................................................................. ~ 501.73ms
  2026-06-02 17:20:31 /api/company-info ........................................................................ ~ 1s
  2026-06-02 17:20:32 /api/company-info .................................................................... ~ 0.50ms
  2026-06-02 17:20:32 /api/crm-settings .................................................................. ~ 501.94ms
  2026-06-02 17:20:32 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-02 17:20:32 /api/crm-settings .................................................................. ~ 505.98ms
  2026-06-02 17:20:33 /api/inventory/new-counts .......................................................... ~ 505.71ms
  2026-06-02 17:20:33 /api/crm-settings .................................................................. ~ 506.73ms
  2026-06-02 17:20:33 /api/inventory/new-counts .......................................................... ~ 506.50ms
  2026-06-02 17:20:33 /api/crm-settings ........................................................................ ~ 1s
  2026-06-02 17:20:34 /api/rotation-settings ............................................................. ~ 508.47ms
  2026-06-02 17:20:34 /api/inventory/new-counts .......................................................... ~ 506.83ms
  2026-06-02 17:20:34 /api/rotation-settings ............................................................. ~ 506.21ms
  2026-06-02 17:20:35 /api/rotation-settings ............................................................. ~ 505.89ms
  2026-06-02 17:20:35 /api/rotation-settings ................................................................... ~ 1s
  2026-06-02 17:20:38 /api/auth/meta/status .............................................................. ~ 501.74ms
  2026-06-02 17:20:38 /api/auth/meta/app-settings .............................................................. ~ 1s
  2026-06-02 17:20:38 /api/auth/google/status .................................................................. ~ 2s
  2026-06-02 17:20:38 /api/tenant-config ....................................................................... ~ 2s
  2026-06-02 17:20:38 /api/notifications ....................................................................... ~ 2s
  2026-06-02 17:20:39 /api/auth/meta/status .................................................................... ~ 2s
  2026-06-02 17:20:41 /api/auth/meta/app-settings .............................................................. ~ 1s
  2026-06-02 17:20:41 /api/auth/google/status ............................................................ ~ 507.14ms
  2026-06-02 17:20:42 /api/tenant-config ................................................................. ~ 506.76ms
  2026-06-02 17:20:42 /api/notifications ....................................................................... ~ 1s
  2026-06-02 17:22:38 /api/notifications ................................................................. ~ 526.09ms
  2026-06-02 17:24:38 /api/notifications ................................................................. ~ 501.18ms
