
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-06-07 14:54:34 /api/website-connections ........................................................... ~ 506.32ms
  2026-06-07 14:54:35 /api/website-connections ........................................................... ~ 501.77ms
  2026-06-07 14:54:35 /api/website-connections ........................................................... ~ 501.08ms
  2026-06-07 14:55:21 /api/leads/delayed ................................................................. ~ 501.25ms
  2026-06-07 14:55:21 /api/dashboard/top-users ........................................................... ~ 500.88ms
  2026-06-07 14:55:21 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:22 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 14:55:22 /api/campaigns/dashboard-stats ..................................................... ~ 505.90ms
  2026-06-07 14:55:22 /api/leads/pipeline-analysis ....................................................... ~ 505.54ms
  2026-06-07 14:55:23 /api/stages ........................................................................ ~ 505.54ms
  2026-06-07 14:55:23 /api/user .......................................................................... ~ 506.07ms
  2026-06-07 14:55:23 /api/dashboard-data/active-users ......................................................... ~ 1s
  2026-06-07 14:55:24 /api/stages ........................................................................ ~ 505.82ms
  2026-06-07 14:55:24 /api/leads/stats ................................................................... ~ 506.07ms
  2026-06-07 14:55:24 /api/users ......................................................................... ~ 506.33ms
  2026-06-07 14:55:24 /api/users ......................................................................... ~ 506.70ms
  2026-06-07 14:55:25 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-07 14:55:25 /api/campaigns/dashboard-stats ..................................................... ~ 506.40ms
  2026-06-07 14:55:25 /api/stages ........................................................................ ~ 505.20ms
  2026-06-07 14:55:26 /api/leads/stats ................................................................... ~ 506.39ms
  2026-06-07 14:55:26 /api/leads/analysis ................................................................ ~ 505.30ms
  2026-06-07 14:55:26 /api/leads/delayed ................................................................. ~ 505.70ms
  2026-06-07 14:55:26 /api/dashboard/top-users ........................................................... ~ 505.98ms
  2026-06-07 14:55:27 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:27 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.20ms
  2026-06-07 14:55:27 /api/campaigns/dashboard-stats ..................................................... ~ 505.83ms
  2026-06-07 14:55:28 /api/leads/pipeline-analysis ............................................................. ~ 1s
  2026-06-07 14:55:28 /api/stages ........................................................................ ~ 505.93ms
  2026-06-07 14:55:28 /api/user .......................................................................... ~ 505.95ms
  2026-06-07 14:55:29 /api/dashboard-data/active-users ................................................... ~ 506.20ms
  2026-06-07 14:55:29 /api/stages ........................................................................ ~ 505.86ms
  2026-06-07 14:55:29 /api/leads/stats ......................................................................... ~ 1s
  2026-06-07 14:55:30 /api/users ......................................................................... ~ 507.95ms
  2026-06-07 14:55:30 /api/users ......................................................................... ~ 507.53ms
  2026-06-07 14:55:30 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-07 14:55:31 /api/campaigns/dashboard-stats ..................................................... ~ 506.53ms
  2026-06-07 14:55:31 /api/stages ........................................................................ ~ 504.96ms
  2026-06-07 14:55:31 /api/leads/stats ......................................................................... ~ 1s
  2026-06-07 14:55:32 /api/leads/analysis ................................................................ ~ 506.92ms
  2026-06-07 14:55:32 /api/dashboard-data/last-comments .................................................. ~ 505.37ms
  2026-06-07 14:55:32 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 14:55:33 /api/dashboard-data/last-comments .................................................. ~ 504.68ms
  2026-06-07 14:55:33 /api/dashboard-data/recent-phone-calls ............................................. ~ 504.84ms
  2026-06-07 14:55:33 /api/dashboard-data/last-comments .................................................. ~ 504.91ms
  2026-06-07 14:55:34 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.83ms
  2026-06-07 14:55:34 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:34 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.93ms
  2026-06-07 14:55:35 /api/dashboard-data/last-comments .................................................. ~ 505.15ms
  2026-06-07 14:55:35 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 14:55:35 /api/admin/fields .................................................................. ~ 505.94ms
  2026-06-07 14:55:36 /api/sources ....................................................................... ~ 507.26ms
  2026-06-07 14:55:36 /api/stages .............................................................................. ~ 1s
  2026-06-07 14:55:36 /api/campaigns ..................................................................... ~ 507.89ms
  2026-06-07 14:55:37 /api/users ......................................................................... ~ 506.88ms
  2026-06-07 14:55:37 /api/items ............................................................................... ~ 1s
  2026-06-07 14:55:37 /api/referral-supervisors .......................................................... ~ 507.92ms
  2026-06-07 14:55:38 /api/dashboard-data/last-comments .................................................. ~ 506.63ms
  2026-06-07 14:55:38 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 14:55:38 /api/admin/fields .................................................................. ~ 504.60ms
  2026-06-07 14:55:39 /api/sources ....................................................................... ~ 505.63ms
  2026-06-07 14:55:39 /api/stages .............................................................................. ~ 1s
  2026-06-07 14:55:39 /api/campaigns ..................................................................... ~ 507.95ms
  2026-06-07 14:55:40 /api/users ......................................................................... ~ 506.72ms
  2026-06-07 14:55:40 /api/items ............................................................................... ~ 1s
  2026-06-07 14:55:40 /api/referral-supervisors .......................................................... ~ 506.69ms
  2026-06-07 14:55:41 /api/dashboard-data/last-comments .................................................. ~ 506.63ms
  2026-06-07 14:55:41 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 14:55:41 /api/dashboard-data/last-comments .................................................. ~ 505.58ms
  2026-06-07 14:55:42 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.58ms
  2026-06-07 14:55:42 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:42 /api/inventory-requests ............................................................ ~ 506.30ms
  2026-06-07 14:55:43 /api/items ......................................................................... ~ 505.59ms
  2026-06-07 14:55:43 /api/users ......................................................................... ~ 506.45ms
  2026-06-07 14:55:43 /api/inventory-requests ............................................................ ~ 506.29ms
  2026-06-07 14:55:44 /api/items ......................................................................... ~ 506.15ms
  2026-06-07 14:55:44 /api/dashboard-data/recent-phone-calls ............................................. ~ 507.47ms
  2026-06-07 14:55:44 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:44 /api/inventory-requests ............................................................ ~ 506.20ms
  2026-06-07 14:55:45 /api/admin/fields .................................................................. ~ 507.32ms
  2026-06-07 14:55:45 /api/items ......................................................................... ~ 506.96ms
  2026-06-07 14:55:45 /api/item-categories ............................................................... ~ 506.43ms
  2026-06-07 14:55:46 /api/admin/fields .................................................................. ~ 505.40ms
  2026-06-07 14:55:46 /api/items ......................................................................... ~ 505.96ms
  2026-06-07 14:55:46 /api/item-categories ..................................................................... ~ 1s
  2026-06-07 14:55:46 /api/items ......................................................................... ~ 507.17ms
  2026-06-07 14:55:47 /api/users ......................................................................... ~ 507.06ms
  2026-06-07 14:55:47 /api/dashboard-data/recent-phone-calls ............................................. ~ 507.62ms
  2026-06-07 14:55:47 /api/dashboard-data/last-comments .................................................. ~ 504.69ms
  2026-06-07 14:55:48 /api/inventory-requests .................................................................. ~ 1s
  2026-06-07 14:55:48 /api/admin/fields .................................................................. ~ 506.77ms
  2026-06-07 14:55:48 /api/items ......................................................................... ~ 507.32ms
  2026-06-07 14:55:49 /api/item-categories ..................................................................... ~ 1s
  2026-06-07 14:55:49 /api/items ......................................................................... ~ 506.85ms
  2026-06-07 14:55:49 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.87ms
  2026-06-07 14:55:50 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:50 /api/admin/fields .................................................................. ~ 506.31ms
  2026-06-07 14:55:50 /api/items ......................................................................... ~ 506.35ms
  2026-06-07 14:55:51 /api/item-categories ............................................................... ~ 506.96ms
  2026-06-07 14:55:51 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.26ms
  2026-06-07 14:55:51 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:52 /api/item-categories ............................................................... ~ 506.07ms
  2026-06-07 14:55:52 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.80ms
  2026-06-07 14:55:52 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:53 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.46ms
  2026-06-07 14:55:53 /api/item-categories ............................................................... ~ 504.67ms
  2026-06-07 14:55:53 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 14:55:54 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.57ms
  2026-06-07 14:55:57 /api/item-categories ............................................................... ~ 510.54ms
  2026-06-07 14:55:57 /api/item-categories ............................................................... ~ 500.97ms
  2026-06-07 14:55:57 /api/notifications ................................................................... ~ 0.46ms
  2026-06-07 14:55:58 /api/item-categories ............................................................... ~ 500.76ms
  2026-06-07 14:56:10 /api/admin/fields .................................................................... ~ 1.06ms
  2026-06-07 14:56:10 /api/items ......................................................................... ~ 505.86ms
  2026-06-07 14:56:10 /api/item-categories ..................................................................... ~ 1s
  2026-06-07 14:56:11 /api/admin/fields ........................................................................ ~ 1s
  2026-06-07 14:56:11 /api/items ......................................................................... ~ 505.15ms
  2026-06-07 14:56:12 /api/item-categories ............................................................... ~ 505.01ms
  2026-06-07 14:57:05 /api/items ......................................................................... ~ 501.42ms
  2026-06-07 14:57:05 /api/items ......................................................................... ~ 502.17ms
  2026-06-07 14:57:06 /api/items ......................................................................... ~ 501.94ms
  2026-06-07 14:57:12 /api/inventory-requests ............................................................ ~ 502.13ms
  2026-06-07 14:57:12 /api/users ......................................................................... ~ 506.39ms
  2026-06-07 14:57:12 /api/items ......................................................................... ~ 506.34ms
  2026-06-07 14:57:12 /api/inventory-requests .................................................................. ~ 1s
  2026-06-07 14:57:13 /api/users ......................................................................... ~ 505.75ms
  2026-06-07 14:57:13 /api/items ......................................................................... ~ 504.62ms
  2026-06-07 14:57:26 /api/auth/meta/status ................................................................ ~ 1.12ms
  2026-06-07 14:57:26 /api/auth/meta/app-settings ........................................................ ~ 501.72ms
  2026-06-07 14:57:26 /api/website-connections ................................................................. ~ 1s
  2026-06-07 14:57:27 /api/auth/google/status ............................................................ ~ 507.17ms
  2026-06-07 14:57:27 /api/tenant-config ................................................................. ~ 505.81ms
  2026-06-07 14:57:27 /api/auth/meta/status .................................................................... ~ 1s
  2026-06-07 14:57:28 /api/auth/meta/app-settings ........................................................ ~ 526.78ms
  2026-06-07 14:57:28 /api/website-connections ........................................................... ~ 519.41ms
  2026-06-07 14:57:29 /api/campaigns ........................................................................... ~ 1s
  2026-06-07 14:57:29 /api/sources ....................................................................... ~ 516.60ms
  2026-06-07 14:57:29 /api/auth/google/status ............................................................ ~ 513.01ms
  2026-06-07 14:57:30 /api/tenant-config ....................................................................... ~ 1s
  2026-06-07 14:57:30 /api/website-connections ........................................................... ~ 507.43ms
  2026-06-07 14:57:30 /api/campaigns ..................................................................... ~ 743.33ms
  2026-06-07 14:57:31 /api/sources ............................................................................. ~ 1s
  2026-06-07 14:57:31 /api/auth/meta/status .............................................................. ~ 507.48ms
  2026-06-07 14:57:31 /api/auth/meta/app-settings ........................................................ ~ 514.03ms
  2026-06-07 14:57:32 /api/website-connections ........................................................... ~ 518.57ms
  2026-06-07 14:57:32 /api/campaigns ..................................................................... ~ 505.75ms
  2026-06-07 14:57:32 /api/sources ............................................................................. ~ 1s
  2026-06-07 14:57:33 /api/website-connections ........................................................... ~ 506.87ms
  2026-06-07 14:57:33 /api/campaigns ..................................................................... ~ 527.32ms
  2026-06-07 14:57:33 /api/sources ............................................................................. ~ 1s
  2026-06-07 14:57:34 /api/website-connections ........................................................... ~ 506.03ms
  2026-06-07 14:57:34 /api/website-connections ........................................................... ~ 502.03ms
  2026-06-07 14:57:39 /api/auth/meta/status .............................................................. ~ 518.16ms
  2026-06-07 14:57:39 /api/auth/meta/app-settings ........................................................ ~ 543.08ms
  2026-06-07 14:57:39 /api/website-connections ........................................................... ~ 538.10ms
  2026-06-07 14:57:42 /api/website-connections ........................................................... ~ 501.83ms
  2026-06-07 14:57:42 /api/campaigns ..................................................................... ~ 528.90ms
  2026-06-07 14:57:42 /api/sources ....................................................................... ~ 516.47ms
  2026-06-07 14:57:43 /api/website-connections ................................................................. ~ 1s
  2026-06-07 14:57:43 /api/campaigns ..................................................................... ~ 506.00ms
  2026-06-07 14:57:43 /api/sources ....................................................................... ~ 510.19ms
  2026-06-07 14:57:44 /api/auth/meta/status .............................................................. ~ 502.32ms
  2026-06-07 14:57:44 /api/auth/meta/app-settings ........................................................ ~ 506.67ms
  2026-06-07 14:57:44 /api/website-connections ........................................................... ~ 505.40ms
  2026-06-07 14:57:48 /api/auth/meta/status .............................................................. ~ 501.72ms
  2026-06-07 14:57:48 /api/auth/meta/app-settings .......................................................... ~ 0.55ms
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  2026-06-07 14:57:48 /api/auth/meta/status ................................................................ ~ 6.68ms
  2026-06-07 14:57:49 /api/auth/meta/app-settings ........................................................ ~ 506.93ms
  2026-06-07 14:57:49 /api/auth/meta/app-settings ........................................................ ~ 501.03ms
  2026-06-07 14:57:50 /api/auth/meta/status .............................................................. ~ 500.58ms
  2026-06-07 14:57:50 /api/auth/meta/app-settings ........................................................ ~ 501.27ms
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  2026-06-07 14:57:50 /api/website-connections ........................................................... ~ 505.97ms
  2026-06-07 14:57:57 /api/notifications ................................................................. ~ 501.29ms
  2026-06-07 14:59:58 /api/notifications ................................................................. ~ 501.20ms
  2026-06-07 15:01:58 /api/notifications ....................................................................... ~ 2s
  2026-06-07 15:03:05 / ........................................................................................ ~ 4s
  2026-06-07 15:03:58 /api/notifications ................................................................. ~ 501.36ms
  2026-06-07 15:04:17 /api/website-connections ........................................................... ~ 504.11ms
  2026-06-07 15:04:18 /api/campaigns ..................................................................... ~ 502.31ms
  2026-06-07 15:04:18 /api/sources ....................................................................... ~ 507.61ms
  2026-06-07 15:04:18 /api/website-connections ........................................................... ~ 509.15ms
  2026-06-07 15:04:19 /api/campaigns ........................................................................... ~ 1s
  2026-06-07 15:04:19 /api/sources ....................................................................... ~ 508.53ms
  2026-06-07 15:04:22 /api/auth/meta/status .............................................................. ~ 501.58ms
  2026-06-07 15:04:22 /api/auth/meta/app-settings .............................................................. ~ 1s
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  VirtualAlloc() failed: [0x000005af] The paging file is too small for this operation to complete
  2026-06-07 15:04:22 /api/website-connections ........................................................... ~ 515.41ms
  2026-06-07 15:06:41 /api/company-info ........................................................................ ~ 1s
  2026-06-07 15:06:42 /api/company-info .................................................................. ~ 501.75ms
  2026-06-07 15:06:46 /api/logout ........................................................................ ~ 503.10ms
  2026-06-07 15:07:49 /api/company-info .................................................................. ~ 501.55ms
  2026-06-07 15:07:49 /api/company-info .................................................................. ~ 502.00ms
  2026-06-07 15:07:50 /api/crm-settings .................................................................. ~ 500.87ms
  2026-06-07 15:07:50 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:07:50 /api/crm-settings .................................................................. ~ 508.08ms
  2026-06-07 15:07:51 /api/rotation-settings ............................................................. ~ 505.44ms
  2026-06-07 15:07:51 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:07:52 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:07:53 /api/leads/delayed ................................................................. ~ 503.78ms
  2026-06-07 15:07:54 /api/dashboard/top-users ........................................................... ~ 502.37ms
  2026-06-07 15:07:54 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:07:54 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:07:55 /api/campaigns/dashboard-stats ..................................................... ~ 507.63ms
  2026-06-07 15:07:55 /api/stages ........................................................................ ~ 504.87ms
  2026-06-07 15:07:56 /api/leads/pipeline-analysis ............................................................. ~ 1s
  2026-06-07 15:07:56 /api/stages .............................................................................. ~ 1s
  2026-06-07 15:07:56 /api/user .......................................................................... ~ 508.32ms
  2026-06-07 15:07:57 /api/dashboard-data/active-users ................................................... ~ 506.71ms
  2026-06-07 15:07:57 /api/users ............................................................................... ~ 1s
  2026-06-07 15:07:58 /api/users ............................................................................... ~ 1s
  2026-06-07 15:07:58 /api/leads/stats ................................................................... ~ 507.86ms
  2026-06-07 15:07:58 /api/leads/analysis ................................................................ ~ 505.64ms
  2026-06-07 15:07:59 /api/notifications ....................................................................... ~ 1s
  2026-06-07 15:07:59 /api/campaigns/dashboard-stats ........................................................... ~ 1s
  2026-06-07 15:07:59 /api/stages ........................................................................ ~ 505.58ms
  2026-06-07 15:08:00 /api/leads/stats ................................................................... ~ 508.16ms
  2026-06-07 15:08:00 /api/leads/analysis ................................................................ ~ 508.08ms
  2026-06-07 15:08:00 /api/leads/delayed ................................................................. ~ 506.74ms
  2026-06-07 15:08:01 /api/dashboard/top-users ................................................................. ~ 1s
  2026-06-07 15:08:01 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:01 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.99ms
  2026-06-07 15:08:02 /api/campaigns/dashboard-stats ..................................................... ~ 506.49ms
  2026-06-07 15:08:02 /api/stages .............................................................................. ~ 1s
  2026-06-07 15:08:03 /api/leads/pipeline-analysis ............................................................. ~ 1s
  2026-06-07 15:08:03 /api/stages .............................................................................. ~ 1s
  2026-06-07 15:08:03 /api/user .......................................................................... ~ 509.00ms
  2026-06-07 15:08:04 /api/dashboard-data/active-users ................................................... ~ 507.60ms
  2026-06-07 15:08:04 /api/users ............................................................................... ~ 1s
  2026-06-07 15:08:05 /api/users ............................................................................... ~ 1s
  2026-06-07 15:08:05 /api/leads/stats ......................................................................... ~ 1s
  2026-06-07 15:08:06 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-07 15:08:06 /api/notifications ....................................................................... ~ 1s
  2026-06-07 15:08:06 /api/campaigns/dashboard-stats ..................................................... ~ 509.77ms
  2026-06-07 15:08:07 /api/stages ........................................................................ ~ 506.78ms
  2026-06-07 15:08:07 /api/leads/stats ......................................................................... ~ 1s
  2026-06-07 15:08:08 /api/leads/analysis ...................................................................... ~ 1s
  2026-06-07 15:08:08 /api/dashboard-data/last-comments .................................................. ~ 508.84ms
  2026-06-07 15:08:08 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.41ms
  2026-06-07 15:08:09 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:09 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:10 /api/auth/meta/status .................................................................... ~ 1s
  2026-06-07 15:08:10 /api/auth/meta/app-settings ........................................................ ~ 506.09ms
  2026-06-07 15:08:11 /api/website-connections ........................................................... ~ 505.07ms
  2026-06-07 15:08:11 /api/auth/google/status .................................................................. ~ 1s
  2026-06-07 15:08:11 /api/tenant-config ....................................................................... ~ 1s
  2026-06-07 15:08:12 /api/dashboard-data/last-comments .................................................. ~ 507.99ms
  2026-06-07 15:08:12 /api/dashboard-data/recent-phone-calls ............................................. ~ 508.32ms
  2026-06-07 15:08:12 /api/auth/meta/status .................................................................... ~ 1s
  2026-06-07 15:08:13 /api/auth/meta/app-settings .............................................................. ~ 1s
  2026-06-07 15:08:13 /api/website-connections ........................................................... ~ 507.85ms
  2026-06-07 15:08:13 /api/auth/google/status ............................................................ ~ 506.35ms
  2026-06-07 15:08:14 /api/tenant-config ....................................................................... ~ 1s
  2026-06-07 15:08:14 /api/campaigns ........................................................................... ~ 1s
  2026-06-07 15:08:15 /api/sources ....................................................................... ~ 506.34ms
  2026-06-07 15:08:15 /api/dashboard-data/last-comments .................................................. ~ 505.26ms
  2026-06-07 15:08:15 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:16 /api/website-connections ................................................................. ~ 1s
  2026-06-07 15:08:16 /api/auth/meta/status .............................................................. ~ 507.05ms
  2026-06-07 15:08:17 /api/auth/meta/app-settings ........................................................ ~ 506.31ms
  2026-06-07 15:08:17 /api/campaigns ........................................................................... ~ 1s
  2026-06-07 15:08:17 /api/sources ....................................................................... ~ 506.85ms
  2026-06-07 15:08:18 /api/dashboard-data/last-comments .................................................. ~ 507.04ms
  2026-06-07 15:08:18 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:18 /api/website-connections ........................................................... ~ 505.44ms
  2026-06-07 15:08:19 /api/dashboard-data/last-comments .................................................. ~ 506.07ms
  2026-06-07 15:08:19 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:19 /api/dashboard-data/recent-phone-calls ............................................. ~ 504.86ms
  2026-06-07 15:08:20 /api/website-connections ........................................................... ~ 505.11ms
  2026-06-07 15:08:20 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:20 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.70ms
  2026-06-07 15:08:21 /api/dashboard-data/last-comments .................................................. ~ 504.77ms
  2026-06-07 15:08:21 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:21 /api/dashboard-data/last-comments .................................................. ~ 506.70ms
  2026-06-07 15:08:22 /api/dashboard-data/recent-phone-calls ............................................. ~ 505.86ms
  2026-06-07 15:08:22 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:22 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:23 /api/dashboard-data/last-comments .................................................. ~ 506.28ms
  2026-06-07 15:08:23 /api/dashboard-data/recent-phone-calls ............................................. ~ 506.00ms
  2026-06-07 15:08:24 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:24 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:24 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:25 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:25 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:08:26 /api/dashboard-data/recent-phone-calls ................................................... ~ 1s
  2026-06-07 15:08:26 /api/dashboard-data/last-comments ........................................................ ~ 1s
  2026-06-07 15:09:54 /api/notifications ................................................................. ~ 501.58ms
  2026-06-07 15:11:54 /api/notifications ................................................................. ~ 501.95ms
  2026-06-07 15:12:00 /api/company-info .................................................................. ~ 501.37ms
  2026-06-07 15:12:01 /api/company-info .................................................................. ~ 501.40ms
  2026-06-07 15:12:01 /api/crm-settings .................................................................... ~ 0.87ms
  2026-06-07 15:12:01 /api/inventory/new-counts .......................................................... ~ 507.24ms
  2026-06-07 15:12:02 /api/crm-settings ........................................................................ ~ 1s
  2026-06-07 15:12:02 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:03 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:12:03 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:04 /api/company-info .................................................................. ~ 508.11ms
  2026-06-07 15:12:04 /api/company-info .................................................................. ~ 501.41ms
  2026-06-07 15:12:05 /api/crm-settings .................................................................. ~ 501.89ms
  2026-06-07 15:12:05 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:12:05 /api/crm-settings ........................................................................ ~ 1s
  2026-06-07 15:12:06 /api/rotation-settings ............................................................. ~ 508.60ms
  2026-06-07 15:12:06 /api/inventory/new-counts .......................................................... ~ 507.41ms
  2026-06-07 15:12:06 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:07 /api/company-info ........................................................................ ~ 1s
  2026-06-07 15:12:08 /api/company-info .................................................................. ~ 501.49ms
  2026-06-07 15:12:08 /api/crm-settings .................................................................... ~ 0.65ms
  2026-06-07 15:12:08 /api/inventory/new-counts .......................................................... ~ 507.26ms
  2026-06-07 15:12:09 /api/crm-settings ........................................................................ ~ 1s
  2026-06-07 15:12:09 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:09 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:12:10 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:10 /api/company-info .................................................................. ~ 507.18ms
  2026-06-07 15:12:11 /api/company-info .................................................................. ~ 502.23ms
  2026-06-07 15:12:11 /api/crm-settings .................................................................. ~ 501.15ms
  2026-06-07 15:12:11 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:12:12 /api/crm-settings ........................................................................ ~ 1s
  2026-06-07 15:12:12 /api/rotation-settings ............................................................. ~ 508.65ms
  2026-06-07 15:12:13 /api/inventory/new-counts .......................................................... ~ 506.67ms
  2026-06-07 15:12:13 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:13 /api/company-info ........................................................................ ~ 1s
  2026-06-07 15:12:14 /api/company-info .................................................................... ~ 0.50ms
  2026-06-07 15:12:15 /api/crm-settings .................................................................. ~ 502.09ms
  2026-06-07 15:12:15 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:12:15 /api/crm-settings ........................................................................ ~ 1s
  2026-06-07 15:12:15 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:16 /api/inventory/new-counts ................................................................ ~ 1s
  2026-06-07 15:12:16 /api/rotation-settings ................................................................... ~ 1s
  2026-06-07 15:12:17 /api/auth/meta/status .............................................................. ~ 505.78ms
  2026-06-07 15:12:17 /api/auth/meta/app-settings ........................................................ ~ 507.22ms
  2026-06-07 15:12:18 /api/website-connections ................................................................. ~ 1s
  2026-06-07 15:12:18 /api/auth/google/status ............................................................ ~ 505.90ms
  2026-06-07 15:12:18 /api/tenant-config ................................................................. ~ 506.96ms
  2026-06-07 15:12:19 /api/notifications ....................................................................... ~ 1s
  2026-06-07 15:12:19 /api/auth/meta/status .............................................................. ~ 507.35ms
  2026-06-07 15:12:19 /api/auth/meta/app-settings ........................................................ ~ 506.05ms
  2026-06-07 15:12:20 /api/website-connections ................................................................. ~ 1s
  2026-06-07 15:12:20 /api/auth/google/status ............................................................ ~ 506.14ms
  2026-06-07 15:12:20 /api/tenant-config ................................................................. ~ 505.59ms
  2026-06-07 15:12:21 /api/notifications ....................................................................... ~ 1s
  2026-06-07 15:12:42 /api/website-connections ........................................................... ~ 501.34ms
  2026-06-07 15:12:42 /api/campaigns ..................................................................... ~ 501.22ms
  2026-06-07 15:12:42 /api/sources ............................................................................. ~ 1s
  2026-06-07 15:12:42 /api/website-connections ........................................................... ~ 506.56ms
  2026-06-07 15:12:43 /api/campaigns ..................................................................... ~ 505.26ms
  2026-06-07 15:12:43 /api/sources ............................................................................. ~ 1s
  2026-06-07 15:14:17 /api/notifications ................................................................. ~ 500.98ms
  2026-06-07 15:16:17 /api/notifications ................................................................... ~ 0.89ms
  2026-06-07 15:18:17 /api/notifications ....................................................................... ~ 1s
  2026-06-07 15:20:17 /api/notifications ................................................................. ~ 501.99ms
  2026-06-07 15:22:17 /api/notifications ................................................................. ~ 501.72ms
  2026-06-07 15:24:17 /api/notifications ................................................................... ~ 0.97ms
  2026-06-07 15:26:49 /api/notifications ................................................................. ~ 502.45ms
  2026-06-07 15:28:49 /api/notifications ................................................................. ~ 501.35ms
  2026-06-07 15:30:49 /api/notifications ................................................................. ~ 502.48ms
  2026-06-07 15:32:49 /api/notifications ................................................................. ~ 501.38ms
  2026-06-07 15:34:49 /api/notifications ................................................................... ~ 1.01ms
  2026-06-07 15:36:49 /api/notifications ................................................................. ~ 501.67ms
  2026-06-07 15:38:49 /api/notifications ................................................................. ~ 503.02ms
  2026-06-07 15:40:49 /api/notifications ................................................................. ~ 501.33ms
